Season,Episode,Date,Title,Rating,Review Count,Synopsis
S5,Ep5,23 Jan. 2006,Day 5: 11:00 a.m.-12:00 p.m.,8.6,"1,224","Jack is in custody at CTU, in danger of assassination; the President won't believe his own wife; Curtis investigates canisters taken from the airport."
S5,Ep6,30 Jan. 2006,Day 5: 12:00 p.m.-1:00 p.m.,8.6,"1,229",Bauer goes to Mike Novick with evidence implicating the President's chief of staff. Nerve gas arrives at the port: is the danger to L.A. or elsewhere?
S5,Ep7,6 Feb. 2006,Day 5: 1:00 p.m.-2:00 p.m.,8.1,"1,209",President Logan reinstates Jack to CTU when he learns that the US - not Russia - is in danger. Jack captures and must negotiate with a scientist who helped Bierko open the nerve gas canisters. President Logan must decide how to handle revealing Walt's complicity to the public.
S5,Ep8,13 Feb. 2006,Day 5: 2:00 p.m.-3:00 p.m.,8.3,"1,192","Jack poses as a terrorist and hundreds of lives are at risk in a shopping mall. Meanwhile, the President must manage a high-profile suicide."
S5,Ep9,20 Feb. 2006,Day 5: 3:00 p.m.-4:00 p.m.,8.2,"1,188",Bierko contacts President Logan and demands information about the route of President Suvarov's motorcade. Jack races to protect a witness who helped supply Bierko the nerve gas cannisters before Bierko has him killed.
S5,Ep10,27 Feb. 2006,Day 5: 4:00 p.m.-5:00 p.m.,8.7,"1,199","The First Lady endangers her own life to save others while Jack heads to Omicron International to meet Christopher Henderson, a former colleague from CTU."
S5,Ep11,6 Mar. 2006,Day 5: 5:00 p.m.-6:00 p.m.,8.4,"1,203","As Jack tracks Henderson, CTU discovers that terrorists are planning to release nerve gas in a hospital while drama continues within the Presidency."
S5,Ep12,6 Mar. 2006,Day 5: 6:00 p.m.-7:00 p.m.,9.1,"1,404","A terrorist infiltrates CTU, Kim is reunited with her father, and the Vice President arrives to handle the crisis."
S5,Ep13,13 Mar. 2006,Day 5: 7:00 p.m.-8:00 p.m.,8.7,"1,319","While CTU itself deals with an attack, the Vice President tries to convince the President to declare martial law in Los Angeles."
S5,Ep14,20 Mar. 2006,Day 5: 8:00 p.m.-9:00 p.m.,8.3,"1,192",Homeland Security takes control of CTU. President Logan orders martial law. Wayne Palmer goes to meet with Aaron Pierce. Jack interferes with a German spy's undercover operation while searching for Bierko.
S5,Ep15,27 Mar. 2006,Day 5: 9:00 p.m.-10:00 p.m.,8.7,"1,210",Audrey faces custody and torture. Bierko moves nerve gas canisters to the Wilshire Gas Company. Aaron Pierce goes looking for Wayne Palmer.
S5,Ep16,3 Apr. 2006,Day 5: 10:00 p.m.-11:00 p.m.,8.6,"1,186",CTU makes Christopher Henderson their priority while dealing with the restructuring into Homeland Security. Jack and Wayne must save Evelyn Martin's daughter in order to get crucial information about the conspiracy.
S5,Ep17,10 Apr. 2006,Day 5: 11:00 p.m.-12:00 a.m.,8.5,"1,180",Jack and Wayne must retrieve a digital recording from a safety deposit box before Henderson's men get to it. President Logan starts to cover his tracks when he orders Homeland Security to issue an arrest warrant for Jack.
S5,Ep18,17 Apr. 2006,Day 5: 12:00 a.m.-1:00 a.m.,8.4,"1,163","Jack and Audrey show Secretary Heller the recording, but are shocked by the actions he decides to take in handling it. Karen Hayes works to cut off Jack's support inside CTU. Mike Novick begins to become suspicious of President Logan's actions."
S5,Ep19,24 Apr. 2006,Day 5: 1:00 a.m.-2:00 a.m.,8.4,"1,151","Jack and Buchanan work outside the chain of command by recruiting Curtis for help. Homeland Director, Karen Hayes, begins to see discrepancies in the President's actions and begins to suspect his motives."
S5,Ep20,1 May 2006,Day 5: 2:00 a.m.-3:00 a.m.,8.5,"1,165",Jack's search for the recording takes him to an airport in the Valley. Bill Buchanan helps covertly.
S5,Ep21,8 May 2006,Day 5: 3:00 a.m.-4:00 a.m.,8.5,"1,173","When President Logan realizes he is backed into a corner, he resorts to a drastic solution. While Karen becomes an ally in Jack's quest to expose Logan, Miles changes allegiances, and a villain from the past returns."
S5,Ep22,15 May 2006,Day 5: 4:00 a.m.-5:00 a.m.,8.2,"1,169","Vladimir Bierko manages to escape custody and take control of a submarine, the Natalia, bent on getting his revenge against the US. Jack reluctantly teams up with Henderson in hopes of getting a lead on Bierko, while Martha helps Aaron."
S5,Ep23,22 May 2006,Day 5: 5:00 a.m.-6:00 a.m.,8.7,"1,206",Jack Bauer teams up with Christopher Henderson to put an end to Vladimir Bierko's terrorism.
S5,Ep24,22 May 2006,Day 5: 6:00 a.m.-7:00 a.m.,9.1,"1,494",Jack Bauer works with Martha Logan to get a confession out of President Logan and an old antagonist returns to settle a score with Jack.
S6,Ep0,5 Dec. 2006,Season 6 Prequel,8.0,712,"After being handed over by the United States to the Chinese government, Jack Bauer is tortured."
S6,Ep1,14 Jan. 2007,Day 6: 6:00 a.m.-7:00 a.m.,8.3,"1,425",A new U.S. President has negotiated Jack's release from a Chinese prison so Jack can stop a series of terror attacks... with his life.
S6,Ep2,14 Jan. 2007,Day 6: 7:00 a.m.-8:00 a.m.,8.3,"1,252",Can Jack and an unlikely ally stop a suicide bomber and track the architect of these acts of terror?
S6,Ep3,15 Jan. 2007,Day 6: 8:00 a.m.-9:00 a.m.,8.0,"1,194","Jack and former terrorist leader turned peacemaker, Hamri Al-Assad, track a suspicious man to a self-storage facility."
S6,Ep4,15 Jan. 2007,Day 6: 9:00 a.m.-10:00 a.m.,8.9,"1,429","While Jack has problems with Curtis, CTU discovers a nuclear threat and raids a terrorist warehouse, and a shocking explosion shakes LA."
S6,Ep5,22 Jan. 2007,Day 6: 10:00 a.m.-11:00 a.m.,8.0,"1,197","Four more ""suitcase nukes"" are out there, and Jack's only lead takes him to the home of his brother."
S6,Ep6,29 Jan. 2007,Day 6: 11:00 a.m.-12:00 p.m.,7.8,"1,144",Jack finds himself confronting his father while the lead terrorist needs help if he's to explode the remaining bombs.
S6,Ep7,5 Feb. 2007,Day 6: 12:00 p.m.-1:00 p.m.,8.0,"1,137",Family troubles: Jack with his brother and father while Morris worries about his own brother.
S6,Ep8,12 Feb. 2007,Day 6: 1:00 p.m.-2:00 p.m.,8.0,"1,113","The President meets with a known terrorist, while Jack searches for Morris, Fayed seeks a trigger, and Tom Lennox makes a choice."
S6,Ep9,12 Feb. 2007,Day 6: 2:00 p.m.-3:00 p.m.,8.0,"1,104","Jack looks for a Russian national as his father plots with shadowy patriots. Meanwhile, the President and the Constitution may be in danger."
S6,Ep10,19 Feb. 2007,Day 6: 3:00 p.m.-4:00 p.m.,8.0,"1,121","While Jack looks for Gredenko and tries to save Josh, White House intrigue deepens."
S6,Ep11,26 Feb. 2007,Day 6: 4:00 p.m.-5:00 p.m.,7.9,"1,126","Jack's search takes him to the home of an old enemy, while a bomber slips into the White House."
S6,Ep12,5 Mar. 2007,Day 6: 5:00 p.m.-6:00 p.m.,8.0,"1,120","Jack's search takes him to the Russian Consulate, while the Vice President contemplates a sweeping executive order."
S6,Ep13,12 Mar. 2007,Day 6: 6:00 p.m.-7:00 p.m.,8.1,"1,121",The search for Gredenko finds Jack hunted inside the Russian Consulate and a former President calling on his ex-wife.
S6,Ep14,19 Mar. 2007,Day 6: 7:00 p.m.-8:00 p.m.,7.9,"1,110","CTU's satellite tracking system is compromised as a bomb-carrying drone heads toward an unknown city. Meanwhile, US forces prepare for a nuclear retaliation on the Middle East."
S6,Ep15,26 Mar. 2007,Day 6: 8:00 p.m.-9:00 p.m.,7.9,"1,112","Jack enlists the help of an autistic man in the search for Gredenko, and Sandra Palmer makes a fateful decision."
S6,Ep16,2 Apr. 2007,Day 6: 9:00 p.m.-10:00 p.m.,8.0,"1,122","Jack baits Fayed with Gredenko, while the President faces a challenge to his office."
S6,Ep17,9 Apr. 2007,Day 6: 10:00 p.m.-11:00 p.m.,8.7,"1,263","To find the remaining suitcase bombs, both Jack and the President set up bluffs."
S6,Ep18,16 Apr. 2007,Day 6: 11:00 p.m.-12:00 a.m.,7.8,"1,094","The Chinese want Jack to give them Russian nuclear technology, and the President wants the Vice President's resignation."
S6,Ep19,23 Apr. 2007,Day 6: 12:00 a.m.-1:00 a.m.,7.7,"1,090","Jack goes rogue to save a woman, and the White House needs a fall guy for Fayed's success."
S6,Ep20,30 Apr. 2007,Day 6: 1:00 a.m.-2:00 a.m.,7.7,"1,116","A missing computer circuit board: the Russians get wind of Chinese espionage, the White House must find a leak, and CTU interrogates an unlikely witness."
S6,Ep21,7 May 2007,Day 6: 2:00 a.m.-3:00 a.m.,8.1,"1,129","Russian ire worries the White House, while the Chinese take on CTU, and the damaged circuit board is in surprising hands."
S6,Ep22,14 May 2007,Day 6: 3:00 a.m.-4:00 a.m.,7.9,"1,095","Russia presses the White House, while Jack must try to thwart the Chinese and his oldest antagonist simultaneously."
S6,Ep23,21 May 2007,Day 6: 4:00 a.m.-5:00 a.m.,7.9,"1,136","In order to prevent a war with Russia, the White House orders a trade of Jack's nephew for the circuit board, and puts Jack in custody so he cannot stop the exchange."
S6,Ep24,21 May 2007,Day 6: 5:00 a.m.-6:00 a.m.,8.1,"1,309","Jack rushes toward his nephew and his oldest antagonist, as a Chinese sub and F-18s race for the same destination. Chloe faints. Can Jack find any peace?"
S7,Ep1,11 Jan. 2009,Day 7: 8:00 a.m.-9:00 a.m.,8.2,"1,392","The FBI pulls Jack Bauer from a Senate hearing because an old pal of Jack's may be planning terror, while the President calls for military action in Africa."
S7,Ep2,11 Jan. 2009,Day 7: 9:00 a.m.-10:00 a.m.,8.1,"1,170",A device that overrides the nation's homeland systems falls into enemy hands while the President's husband investigates his son's recent death.
S7,Ep3,12 Jan. 2009,Day 7: 10:00 a.m.-11:00 a.m.,8.7,"1,192","Conspiracy may be deep within the President's administration, her dead son may not have killed himself, and a colleague Jack thought was dead has turned terrorist: how are these surprises related?"
S7,Ep4,12 Jan. 2009,Day 7: 11:00 a.m.-12:00 p.m.,8.1,"1,139","Bauer decides to trust two former CTU colleagues, and he helps a third escape from the FBI."
S7,Ep5,19 Jan. 2009,Day 7: 12:00 p.m.-1:00 p.m.,8.1,"1,119",Jack helps terrorists kidnap a deposed prime minister while an FBI agent and the President's spouse are in grave danger.
S7,Ep6,26 Jan. 2009,Day 7: 1:00 p.m.-2:00 p.m.,8.1,"1,076","The President defies murderous demands, while Jack and his CTU colleagues unearth an FBI Agent and plant a wire on a deposed Prime Minister. Who's in the conspiracy?"
S7,Ep7,2 Feb. 2009,Day 7: 2:00 p.m.-3:00 p.m.,8.1,"1,079",Jack and his patchwork team race to prevent an act of terror against a chemical plant; the President's husband and an African Prime Minister remain in danger.
S7,Ep8,9 Feb. 2009,Day 7: 3:00 p.m.-4:00 p.m.,8.2,"1,058",Jack and an FBI agent believed dead have less than an hour to rescue the First Gentleman from certain death. Can they trust anyone?
S7,Ep9,16 Feb. 2009,Day 7: 4:00 p.m.-5:00 p.m.,8.1,"1,064",The President rushes to the hospital as Dubaku plans an escape to Belize with Marika. The mole at the FBI keeps burrowing.
S7,Ep10,23 Feb. 2009,Day 7: 5:00 p.m.-6:00 p.m.,8.4,"1,081",Moles within the U.S. government go to great lengths to protect their anonymity when they fear that Dubaku's list of corrupt employees will fall into FBI hands.
S7,Ep11,2 Mar. 2009,Day 7: 6:00 p.m.-7:00 p.m.,8.1,"1,079","Intelligence suggests another attack is imminent, so Jack goes to the White House to interrogate a Senator's Chief of Staff."
S7,Ep12,2 Mar. 2009,Day 7: 7:00 p.m.-8:00 p.m.,8.8,"1,211","General Juma's direct attack on the White House endangers the President, Jack, Bill Buchanan, and the President's daughter."
S7,Ep13,9 Mar. 2009,Day 7: 8:00 p.m.-9:00 p.m.,8.6,"1,108","While the President is in danger and the Vice President vacillates, Jack and Bill try to counter Juma, realizing later that his plot is part of a larger threat."
S7,Ep14,16 Mar. 2009,Day 7: 9:00 p.m.-10:00 p.m.,8.4,"1,068","Jack visits a U.S. Senator in pursuit of links between Juma and Starkwood, an international corporation. Security leaks at the FBI continue as they hunt for Jack."
S7,Ep15,23 Mar. 2009,Day 7: 10:00 p.m.-11:00 p.m.,8.1,"1,037","While the FBI hunts for Jack, he and another ex-CTU rogue search for biological weapons that Starkwood has smuggled into the U.S."
S7,Ep16,30 Mar. 2009,Day 7: 11:00 p.m.-12:00 a.m.,8.1,"1,041","After Jack is exposed to a biological agent, Moss leads an FBI strike force onto the Starkwood compound in search of weapons of mass destruction."
S7,Ep17,6 Apr. 2009,Day 7: 12:00 a.m.-1:00 a.m.,8.0,"1,029","Jack battles the effects of toxic exposure, a reporter squeezes the President's Chief of Staff, and it is a race against time to locate weapons on the Starkwood compound."
S7,Ep18,13 Apr. 2009,Day 7: 1:00 a.m.-2:00 a.m.,8.4,"1,092",The President meets with Jonas Hodges while Jack battles toxins in his body and works with someone inside the Starkwood compound: can they destroy the bio-weapons before rockets rain death on U.S. cities?
S7,Ep19,20 Apr. 2009,Day 7: 2:00 a.m.-3:00 a.m.,8.1,"1,035","As grief and loss begin to overwhelm Jack and those he is close to, a double-cross goes undetected, a canister of toxic gas is in enemy hands, and a surprise death occurs."
S7,Ep20,27 Apr. 2009,Day 7: 3:00 a.m.-4:00 a.m.,7.9,"1,053","A shadowy group of powerful people decide to stage another attack as Jack rues trusting the wrong person, Jonas seeks asylum, and the CTU servers boot up."
S7,Ep21,4 May 2009,Day 7: 4:00 a.m.-5:00 a.m.,7.7,"1,031","Olivia wants revenge against Jonas, while Jack, Chloe, Janis, and Renee try to locate a young Arab who is being set up to take the fall for a new terrorist attack."
S7,Ep22,11 May 2009,Day 7: 5:00 a.m.-6:00 a.m.,8.0,"1,046","Jack and Renee pursue the final canister, which is on the Metro, ready to explode. Chloe and Janis match wits. Kim sits at the airport about to fly home, while a cover up begins at the White House."
S7,Ep23,18 May 2009,Day 7: 6:00 a.m.-7:00 a.m.,8.3,"1,068","Jack is abducted for nefarious purposes, Kim sits in danger at the airport, and Olivia matches wits with Ethan Kanin."
S7,Ep24,18 May 2009,Day 7: 7:00 a.m.-8:00 a.m.,8.5,"1,236","Jack seeks solace from a hospital bed, a shadowy traitor comes into the open, and President Taylor, Renee Walker, and Kim Bauer each have a decision to make."
S8,Ep1,17 Jan. 2010,Day 8: 4:00 p.m.-5:00 p.m.,8.0,"1,362",A plot to assassinate the President of the Islamic Republic at the UN building comes to Jack Bauer's attention.
S8,Ep2,17 Jan. 2010,Day 8: 5:00 p.m.-6:00 p.m.,7.8,"1,124","CTU detains a reporter it suspects of helping assassins, while Jack and Chloe start their own investigation."
S8,Ep3,18 Jan. 2010,Day 8: 6:00 p.m.-7:00 p.m.,8.0,"1,083",Jack and Chloe race against time to try to thwart a well-planned assassination of the President of the Islamic Republic.
S8,Ep4,18 Jan. 2010,Day 8: 7:00 p.m.-8:00 p.m.,8.0,"1,080","CTU wants ex-FBI agent, Renee Walker, to infiltrate a Russian gang which is selling weapons-grade enriched uranium to the assassination plotters."
S8,Ep5,25 Jan. 2010,Day 8: 8:00 p.m.-9:00 p.m.,7.7,"1,067","The Russians mistrust Renee, U.S.-Kamistan negotiations hit a snag, and the past of CTU analyst Dana Walsh becomes her nightmare."
S8,Ep6,1 Feb. 2010,Day 8: 9:00 p.m.-10:00 p.m.,7.7,"1,047","Jack is set up, Renee makes a sacrifice, and Dana sends her ex into a police warehouse. Meanwhile, an arms trader deals with his sons, and the President buys time."
S8,Ep7,8 Feb. 2010,Day 8: 10:00 p.m.-11:00 p.m.,7.8,"1,025","President Hassan's actions become paranoid and Dana's ex faces capture, while Renee and Jack kick open a hornet's nest among New York's Russian underworld."
S8,Ep8,15 Feb. 2010,Day 8: 11:00 p.m.-12:00 a.m.,7.9,"1,005","While nuclear materials are en route to Kamistanis attempting a coup, Kayla confronts her father, Dana makes a decision, and Jack endures torture."
S8,Ep9,22 Feb. 2010,Day 8: 12:00 a.m.-1:00 a.m.,7.6,"1,029","The White House wants a fall guy, Jack tries to protect that person, Dana goes after her ex, Cole follows her, and CTU gets help from an unlikely source."
S8,Ep10,1 Mar. 2010,Day 8: 1:00 a.m.-2:00 a.m.,7.7,"1,008","President Taylor asks for President Hassan's help, Kayla goes missing, a New Jersey swamp claims two bodies, and Jack sets up a ruse to flush out Kamistani rebels."
S8,Ep11,8 Mar. 2010,Day 8: 2:00 a.m.-3:00 a.m.,8.0,"1,019","A mother wants to save her son, an estranged couple reconnects to look for their daughter, and Jack races against the clock to dissuade a suicide bomber."
S8,Ep12,15 Mar. 2010,Day 8: 3:00 a.m.-4:00 a.m.,8.4,"1,056","Nuclear fuel rods await transport into Manhattan, Jack pursues a lead to a hotel, Kayla is in danger, and a Southern probation officer wants information from Dana."
S8,Ep13,22 Mar. 2010,Day 8: 4:00 a.m.-5:00 a.m.,8.0,"1,013","Chloe goes up against NSA testosterone, Jack and Cole are in a firefight as the nuclear fuel rods are en route to Manhattan, and an evacuation from the UN is imminent."
S8,Ep14,29 Mar. 2010,Day 8: 5:00 a.m.-6:00 a.m.,8.0,996,"Kamistani rebels give President Taylor an hour to turn over Hassan, sedition strikes Taylor's administration, CTU harbors a traitor, and Jack walks into an ambush."
S8,Ep15,5 Apr. 2010,Day 8: 6:00 a.m.-7:00 a.m.,8.3,"1,001","As dawn breaks over New York, President Taylor endures a game-changing setback as the threat of mass destruction looms. Meanwhile, President Hassan makes a shocking decision that surprises his loved ones. But before long, trusted confidantes will become enemies of the state, and it's only the beginning of the betrayals that are to come as the race against time ticks on."
S8,Ep16,5 Apr. 2010,Day 8: 7:00 a.m.-8:00 a.m.,8.8,"1,126","A traitor makes a deal for immunity, while Jack and Renee race uptown to rescue a hostage."
S8,Ep17,12 Apr. 2010,Day 8: 8:00 a.m.-9:00 a.m.,8.5,"1,094","President Taylor requests a woman's help and brings in a disgraced ex-President who may have leverage with the Russians, while Jack and Renee take their leave of CTU, and Chloe gets a promotion."
S8,Ep18,19 Apr. 2010,Day 8: 9:00 a.m.-10:00 a.m.,8.2,"1,027","President Taylor's envoy to the Russians persuades them to return to the peace table, but at what cost? Jack goes to CTU to interrogate a nearly-forgotten traitor, and the President decides to talk to Jack there."
S8,Ep19,26 Apr. 2010,Day 8: 10:00 a.m.-11:00 a.m.,7.9,"1,024","President Taylor faces impossible choices, and, much to the dismay of CTU, she enlists a private security firm to complete a sensitive task led by Mark Bledsoe. Meanwhile, Jack calls in a favor to his old friend Rick Vickers before embarking on a crucial mission of his own."
S8,Ep20,3 May 2010,Day 8: 11:00 a.m.-12:00 p.m.,8.5,"1,056","While the media interview the peace delegates, Jack and Cole have gone rogue to rescue a traitor being tortured by off-the-grid operatives; Logan gets President Taylor to approve putting his aide in charge of the manhunt."
S8,Ep21,10 May 2010,Day 8: 12:00 p.m.-1:00 p.m.,8.7,"1,100","While delegates review the peace agreement, Jack searches for evidence of Russian involvement in the day's tragedies, covered up at the highest levels. Ex-President Logan is desperate to neutralize Jack."
S8,Ep22,17 May 2010,Day 8: 1:00 p.m.-2:00 p.m.,8.9,"1,239","Jack's rogue operation includes kidnapping a high-profile target. Pools of blood, a knife wound, and Chloe's mistrust of her new supervisor add texture, while President Taylor feels the loneliness of power."
S8,Ep23,24 May 2010,Day 8: 2:00 p.m.-3:00 p.m.,8.8,"1,154","The Russian Federation President arrives to sign the accord, Jack wants justice, and Logan stays in pursuit. Meanwhile, Dalia has a realization, President Taylor rattles her sabers, and Chloe tests her mettle."
S8,Ep24,24 May 2010,Day 8: 3:00 p.m.-4:00 p.m.,9.0,"1,662","Heads of state gather at the UN to sign the accord, three at CTU make a final effort to expose a conspiracy, Logan and Pillar tie up loose ends, and justice may elude Jack."
